drive,play,down,time,desc,ydstogo,qtr,ydsnet,yrdln,sp,posteam,note
24,3664,1,04:53,(4:53) J.Bell right end to DET 21 for 1 yard (G.Hodges).,10,4,1,DET 20,0,DET,
24,3747,4,03:19,"(3:19) (Punt formation) S.Martin punts 39 yards to MIN 40, Center-D.Muhlbach, fair catch by M.Sherels.",9,4,1,DET 21,0,DET,PUNT
24,3685,2,04:07,(4:07) G.Winn up the middle to DET 23 for 2 yards (S.Stephen).,9,4,3,DET 21,0,DET,
24,3649,0,04:53,"B.Walsh kicks 65 yards from MIN 35 to end zone, Touchback.",0,4,0,MIN 35,0,MIN,KICKOFF
24,3706,3,03:23,(3:23) (Shotgun) M.Stafford pass short right to G.Tate to DET 21 for -2 yards (H.Smith).,7,4,1,DET 23,0,DET,
24,3730,0,03:19,Timeout #1 by MIN at 03:19.,0,4,1,,0,,TIMEOUT
25,3788,2,03:05,(3:05) (Shotgun) T.Bridgewater sacked at MIN 41 for -7 yards (G.Johnson).,2,4,1,MIN 48,0,MIN,
25,3807,3,02:28,"(2:28) (No Huddle, Shotgun) T.Bridgewater pass incomplete deep middle to C.Patterson.",9,4,1,MIN 41,0,MIN,
25,3829,4,02:21,(2:21) (Shotgun) T.Bridgewater sacked at MIN 34 for -7 yards (E.Ansah).,9,4,-6,MIN 41,0,MIN,
25,3767,1,03:13,(3:13) (Shotgun) T.Bridgewater scrambles left end ran ob at MIN 48 for 8 yards.,10,4,8,MIN 40,0,MIN,
26,3887,2,02:09,(2:09) J.Bell up the middle to MIN 29 for 2 yards (B.Robison; J.Brinkley).,7,4,5,MIN 31,0,DET,
26,3958,0,02:09,Timeout #3 by MIN at 02:09.,0,4,5,,0,,TIMEOUT
26,3870,0,02:09,Timeout #2 by MIN at 02:09.,0,4,3,,0,,TIMEOUT
26,3908,3,02:02,(2:02) (Shotgun) M.Stafford pass incomplete deep left to J.Ross.,5,4,5,MIN 29,0,DET,
26,3930,0,01:57,Two-Minute Warning,0,4,5,,0,,
26,3947,4,01:57,(1:57) J.Bell left end pushed ob at MIN 30 for -1 yards (J.Brinkley).,5,4,4,MIN 29,0,DET,
26,3849,1,02:14,(2:14) (Run formation) G.Winn left end to MIN 31 for 3 yards (E.Griffen).,10,4,3,MIN 34,0,DET,
27,4138,3,00:16,"(:16) (No Huddle, Shotgun) T.Bridgewater pass short right to G.Jennings to DET 38 for 6 yards (D.Levy).",11,4,32,DET 44,0,MIN,
27,4082,2,00:49,"(:49) (Shotgun) T.Bridgewater scrambles up the middle to DET 38 for 5 yards. PENALTY on MIN-M.Kalil, Illegal Use of Hands, 10 yards, enforced at DET 43 - No Play.",10,4,17,DET 43,0,MIN,PENALTY
27,4162,0,,END GAME,0,4,32,,0,,
27,4043,0,00:52,Timeout #1 by DET at 00:52.,0,4,27,,0,,TIMEOUT
27,4019,1,01:12,(1:12) (Shotgun) T.Bridgewater pass deep middle to G.Jennings to DET 43 for 16 yards (J.Bynes).,10,4,27,MIN 41,0,MIN,
27,4114,2,00:42,(:42) (Shotgun) T.Bridgewater pass short left to C.Patterson to DET 44 for 9 yards (D.Gorrer).,20,4,26,MIN 47,0,MIN,
27,3976,1,01:52,(1:52) (Shotgun) T.Bridgewater sacked at MIN 28 for -2 yards (N.Suh).,10,4,-2,MIN 30,0,MIN,
27,3995,2,01:20,"(1:20) (No Huddle, Shotgun) T.Bridgewater pass short right to C.Ford to MIN 41 for 13 yards (J.Bynes).",12,4,11,MIN 28,0,MIN,
27,4060,1,00:52,(:52) (Shotgun) T.Bridgewater pass incomplete short middle to G.Jennings.,10,4,27,DET 43,0,MIN,
20,2912,3,00:42,(:42) J.Collins up the middle to MIN 19 for 3 yards (H.Smith).,1,3,41,MIN 22,0,DET,
20,2870,1,01:56,(1:56) G.Winn up the middle to MIN 27 for 4 yards (R.Blanton).,10,3,33,MIN 31,0,DET,
20,2812,1,02:42,(2:42) M.Stafford pass short left to G.Tate to MIN 36 for 5 yards (X.Rhodes).,10,3,24,MIN 41,0,DET,
20,3034,1,12:06,(12:06) J.Bell right guard to MIN 1 for 5 yards (A.Barr).,6,4,59,MIN 6,0,DET,
20,3013,4,12:44,(12:44) G.Winn up the middle to MIN 6 for 4 yards (R.Blanton).,1,4,54,MIN 10,0,DET,
20,2772,3,02:47,"(2:47) (Shotgun) M.Stafford pass short right to G.Tate pushed ob at MIN 39 for 7 yards (R.Blanton). PENALTY on MIN-H.Smith, Defensive Holding, 5 yards, enforced at MIN 46 - No Play.",8,3,19,MIN 46,0,DET,PENALTY
20,2891,2,01:19,(1:19) J.Bell up the middle to MIN 22 for 5 yards (G.Hodges).,6,3,38,MIN 27,0,DET,
20,2700,2,03:58,(3:58) (Shotgun) M.Stafford pass short left to J.Bell pushed ob at MIN 48 for 8 yards (J.Brinkley).,6,3,12,DET 44,0,DET,
20,2729,1,03:28,(3:28) (Shotgun) M.Stafford pass incomplete short right to G.Tate.,10,3,12,MIN 48,0,DET,
20,2933,0,,END QUARTER 3,0,3,41,,0,,
20,2837,2,02:01,"(2:01) M.Stafford pass incomplete deep left to G.Tate. PENALTY on MIN-X.Rhodes, Defensive Holding, 5 yards, enforced at MIN 36 - No Play.",5,3,29,MIN 36,0,DET,PENALTY
20,3073,0,11:44,"M.Prater extra point is GOOD, Center-D.Muhlbach, Holder-S.Martin.",0,4,60,MIN 2,1,DET,XP
20,2949,1,15:00,(15:00) J.Bell up the middle to MIN 17 for 2 yards (L.Joseph).,10,4,43,MIN 19,0,DET,
20,2751,2,03:25,(3:25) J.Bell left guard to MIN 46 for 2 yards (B.Robison).,10,3,14,MIN 48,0,DET,
20,2679,1,04:38,(4:38) J.Bell right guard to DET 44 for 4 yards (E.Griffen).,10,3,4,DET 40,0,DET,
20,2970,2,14:19,(14:19) (Shotgun) M.Stafford sacked at MIN 25 for -8 yards (sack split by B.Robison and L.Joseph).,8,4,35,MIN 17,0,DET,
20,2989,3,13:36,(13:36) (Shotgun) M.Stafford pass short left to J.Bell to MIN 10 for 15 yards (E.Griffen; G.Hodges).,16,4,50,MIN 25,0,DET,
20,3055,2,11:46,"(11:46) J.Bell up the middle for 1 yard, TOUCHDOWN.",1,4,60,MIN 1,1,DET,TD
21,3104,1,11:44,(11:44) (Shotgun) T.Bridgewater pass incomplete short middle to C.Patterson (J.Bynes).,10,4,0,MIN 20,0,MIN,
21,3126,2,11:40,"(11:40) (No Huddle, Shotgun) M.Asiata up the middle to MIN 18 for -2 yards (D.Levy).",10,4,-2,MIN 20,0,MIN,
21,3176,4,10:26,"(10:26) (Punt formation) J.Locke punts 41 yards to DET 30, Center-C.Loeffler. J.Ross to DET 35 for 5 yards (M.Mauti).",1,4,9,MIN 29,0,MIN,PUNT
21,3089,0,11:44,"S.Martin kicks 65 yards from DET 35 to end zone, Touchback.",0,4,0,DET 35,0,DET,KICKOFF
21,3147,3,10:57,(10:57) (Shotgun) T.Bridgewater pass short middle to G.Jennings pushed ob at MIN 29 for 11 yards (D.Raiola).,12,4,9,MIN 18,0,MIN,
22,3267,4,09:24,"(9:24) (Punt formation) S.Martin punts 39 yards to MIN 24, Center-D.Muhlbach. M.Sherels to MIN 33 for 9 yards (T.Whitehead).",8,4,2,DET 37,0,DET,PUNT
22,3245,3,09:29,(9:29) (Shotgun) M.Stafford pass incomplete short left to G.Tate (C.Munnerlyn).,8,4,2,DET 37,0,DET,
22,3202,1,10:14,(10:14) J.Bell right tackle to DET 37 for 2 yards (S.Stephen).,10,4,2,DET 35,0,DET,
22,3223,2,09:34,(9:34) M.Stafford pass incomplete deep right to E.Ebron.,8,4,2,DET 37,0,DET,
